id;name;salary_from;salary_to;salary_currency;salary_gross;description;employer_name;area_id;area_name;published_at
49690519;Программист 1С;180000;225000;RUR;FALSE;"<p><strong>Компания «Техноавиа» </strong>приглашает Программиста 1С - Срочно!</p> <p>Компания «Техноавиа» является одним из крупнейших в России производителем и поставщиком спецодежды, формы, обуви и средств индивидуальной защиты.<br />«Техноавиа» — это динамично развивающаяся компания с мощной производственной базой, выпускающая продукцию, соответствующую мировым стандартам.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в проекте по разработке и сопровождению нетиповых конфигураций 1С под бизнес процессы предприятия;</li> <li>Участие в проекте по внедрению 1c ERP системы.</li> <li>Настройка обменов со сторонними учетными системами организаций;</li> <li>Работа с подключаемым оборудованием.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование;</li> <li>Хорошее знание 1с ERP(Наличие сертификатов Специалист - консультант);</li> <li>Навыки разработки на управляемых формах или готовность самостоятельно приобрести навыки;</li> <li>доработка типовых конфигураций по средствам расширений;</li> <li>интеграция информационных систем;</li> <li>продвинутые знания о методологии учета товародвижения типовых конфигураций;</li> <li>грамотное построение обменов между ИС;</li> <li>Техническая грамотность, самостоятельность и ответственность.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство по ТК РФ;</li> <li>График работы: пн-пт, 8-ми часовой рабочий день;</li> <li>Конкурентоспособная заработная плата, обсуждаемая с каждым кандидатом лично на собеседовании;</li> <li>Место работы: удаленно, но с частичным посещением офиса - комбинированный график работы, адрес: Василия Петушкова дом 21/1</li> <li>Возможность профессионального, личностного и карьерного роста, программы обучения, развития и наставничества.</li> </ul>";Техноавиа;1;Москва;2021-11-28
40825681;Программист 1С (поддержка);180000;220000;RUR;FALSE;<strong>Обязанности:</strong> <ul> <li>Участие в создании новых сервисов и поддержка текущих процессов в конфигурации ЗКГУ 3.0</li> <li>Работа с базой данных, разработка API</li> <li>Проектирование элементов сервисов. На планировании у нас всегда есть понятные фичи, и мы вместе их разбираем на детали реализации</li> <li>Написание качественного и чистого кода</li> <li>Осуществлять поддержку пользователей</li> </ul> <strong>Требования:</strong> <ul> <li>Уверенное знание концепций ООП, функционального программирования</li> <li>Хорошее знание GIT</li> <li>Уверенная работа с *nix OS</li> <li>Опыт работы с JSon API, Swagger - <strong>ваше преимущество</strong></li> </ul> <strong>Условия:</strong> <ul> <li>оформление по ТК РФ</li> <li>Оклад + премия</li> <li>скидка на годовой абонемент в фитнес клуб X-fit</li> <li>скидка на изучение английского языка</li> </ul> <p><strong>Мы благодарим Вас за проявленный интерес к нашей вакансии. Ваше резюме будет рассмотрено в течение 14 дней. В случае положительного решения по Вашему резюме мы обязательно свяжемся с Вами.</strong></p> <p> </p>;АНО Центр развития Среда возможностей;1;Москва;2020-12-07
40711552;Разработчик 1С;180000;200000;RUR;FALSE;"<p>Молодая быстро растущая компания - партнер 1С, специализирующаяся на внедрении информационных систем на платформе 1С для энергетического сектора.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в крупных проектах по доработке и внедрению решений 1С для предприятий энергетического сектора;</li> <li>Разработка архитектуры информационных систем на базе 1С</li> <li>Разработка программного обеспечения на базе 1с: Предприятие, 1с: ТОИР, 1с:</li> <li>Управление холдингом, для предприятий в сфере энергетического сектора.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы программистом от 3 - 6 лет предпочтительно в области автоматизации деятельности компаний;</li> <li>Опыт работы с хранилищем конфигурации 1С;</li> <li>Опыт интеграции систем средствами 1С;</li> <li>Знания механизмов платформы 1С, языка запросов 1С, СКД;</li> <li>Практические навыки работы с 1С:Управление холдингом, 1С: Предприятие, 1С: Бухгалтерия, 1С:ТОИР;</li> <li>Понимание процессов, подлежащих автоматизации в ходе проектов: управление финансово-хозяйственной деятельностью, техническое обслуживание и ремонты оборудования, управление инвестиционной и строительной деятельностью, управление автотранспортом, управление мобильными бригадами;</li> <li>Опыт решения вопросов интеграционного взаимодействия (как между системами на базе 1С, так и с внешними по отношению к 1С системами);</li> <li>Успешный опыт применения в работе типовых механизмов коллективной разработки;</li> <li>Умение работать в большой территориально распределенной команде (как с программистами, так и аналитиками), хорошие коммуникационные навыки, умение нести ответственность за результат;</li> <li>Знание стандартов разработки 1С, умение грамотно писать и документировать код, а также разбираться в уже написанном коде;</li> <li>Гибкое мышление, нацеленное на решение бизнес-задачи Заказчика в условиях регламентированной проектной деятельности;</li> <li>Наличие сертификатов 1С (специалист, профессионал)</li> </ul> <strong>Условия:</strong> <ul> <li>Конкурентный доход;</li> <li>Официальное трудоустройство и соблюдение норм ТК РФ;</li> <li>График работы полная занятость;</li> <li>Удаленная работа.</li> </ul>";Ама-Медиа;1;Москва;2020-12-24
44221150;Программист 1С;180000;200000;RUR;FALSE;"<p><strong>Обязанности:</strong></p> <ul> <li>Доработки в конфигурациях на платформе 1С 8.3</li> <li>Автоматизация бизнес-процессов компании в конфигурациях 1С (создание новых объектов и механизмов: алгоритмы, новые документы, отчеты и пр);</li> <li>Участие в составлении ТЗ на автоматизацию бизнес-процессов расчета заработной платы и мотивации, а также бухгалтерского учета, казначейства и управленческого учета;</li> <li>Консультирование пользователей по вопросам работы в программах семейства 1C.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Знание интеграционных механизмов 1С: конвертация данных и планы обмена, web-сервисы, http-сервисы, OLE, xml, XDTO, OData и т.д;</li> <li>Хороший опыт программирования на базе платформы 1С 8.3 (Зарплата и управление персоналом, Бухгалтерия). Управляемые формы, язык запросов, СКД.</li> <li>Уверенные знания предметных областей кадрового учета и расчета заработной платы, основ бухгалтерского учёта;</li> <li>Знание типовых конфигураций 1С (Бухгалтерия, ЗУП);</li> <li>Желательно, но не обязательно знание 1С Бит Финанс или других решений по автоматизации казначейства, бюджетирования и управленческого учета,.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График работы: 5/2 (с 09.00/10.00 до 18.00/19.00), удаленно (встречаемся в офисе 1-2 раза в месяц);</li> <li>Работа в стабильной, активно развивающейся Компании;</li> <li>Официальное оформление, зарплатный проект, корпоративные скидки. Уровень заработной платы обсуждается в зависимости от опыта кандидата;</li> <li>Офис Компании располагается в г. Жуковский, МО (19 км от МКАД, Рязанское/ Каширское шоссе, транспорт от ст.м. Кузьминки/ Котельники). </li> </ul>";ЧЕТЫРЕ ЛАПЫ, Сеть зоомагазинов;1;Москва;2021-10-12
36809720;Ведущий специалист 1С;180000;180000;RUR;FALSE;"<p>В крупную российскую компанию, один из лидеров по продаже свежих овощей и фруктов требуется Ведущий специалист 1С <strong>.</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в поддержке, разработке и развитии информационных систем компании на платформе 1С 8.3. Основные конфигурации УТ 10.3. Бухгалтерия 2.0. ЗУП 3.0, Документооборот 2.1</li> <li>В перспективе внедрение 1С:ERР2.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Большой опыт работы в разработке 1Сv8;</li> <li>Отличные знания бизнес-процессов в области оптовой торговли, складского, бухгалтерского, финансового учета;</li> <li>Отличные знания конфигураций 1С УТ 10.3, Бухгалтерия 2, ЗУП 3;</li> <li>Хорошие знания конфигурации “Конвертация данных”;</li> <li>Опыт поддержки, настройки EDI;</li> <li>Уменье общаться с пользователями. Выявлять требования, и сопоставлять с имеющимся функционалом учетных систем;</li> <li>Умение грамотно описывать функциональные требования к системе;</li> <li>Опыт работы в крупных компаниях;</li> <li>Высшее техническое образование. Крайне желательно, наличие сертификатов уровня “1C:Специалист”;</li> </ul> <strong>Условия:</strong> <ul> <li>Заработная плата - 180 000р. ( на руки).</li> <li>Территориально: Москва, м. Динамо, БЦ класса А (Монарх).</li> <li>График работы 5/2 (9-18ч., 10-19ч. обсуждается).</li> </ul>";Гринфилдс-Логистика;1;Москва;2020-05-27
40120261;Программист - разработчик 1С;180000;180000;RUR;FALSE;"<p><strong>Работодатель - наши многолетние партнеры:</strong></p> <ul> <li>Надежная российская компания, с филиалами и территорией присутствия по всей России + СНГ</li> <li>Производитель и оптовый поставщик товаров для дома и офиса (интерьерная категория), а также комплектующих и материалов к ним</li> <li>400 сотрудников, 39 представительств, 11 000 торговых партнеров по всей территории, 1 000 SKU</li> <li>История успеха длиной 23 года, безусловное лидерство в отрасли</li> <li>Ответственность перед сотрудниками, здоровый микроклимат и сплоченный коллектив</li> <li>Низкая текучесть персонала</li> <li>Безупречный имидж надежного поставщика и работодателя</li> <li>Собственный комфортабельный офис в шаговой доступности от ст.м. Авиамоторная и МЦК Нижегородская</li> </ul> <p><strong>Задачи:</strong></p> <ul> <li>Разработка и доработка ПО на 1С 8. Конфигурации: &quot;Бухгалтерия&quot;, &quot;Управление производственным предприятием&quot;</li> <li>Участие в разработке систем автоматизации</li> <li>Внедрение систем в работу предприятия</li> <li>Интеграция внешних систем в системы предприятия</li> <li>Работа с внутренними &quot;заказчиками&quot; разработки</li> </ul> <p><strong>Наши ожидания:</strong></p> <ul> <li>Опыт разработки ПО на 1С 8 версии</li> <li>Опыт разработки ПО на 1С 7.7 будет большим плюсом, так как сейчас в компании завершается переход с 7.7 и данные из 7.7 версии в том числе используются при разработке (7.7: Комплексная автоматизация)</li> <li>Знание языка запросов 1С и стандарта SQL</li> <li>Знание основ бух. учета, процессов закупки, хранения, реализации товаров</li> <li>Коммуникабельность и умение конструктивно взаимодействовать со всеми участниками процесса разработки</li> </ul> <p><strong>Будут плюсом и будут востребованы следующие компетенции:</strong></p> <ul> <li>Опыт интеграции продуктов 1С с внешними системами с помощью API</li> <li>Опыт подключения торгового оборудования, фискальных регистраторов, в т.ч. и онлайн ККТ</li> <li>Опыт работы с «конвертацией данных»</li> <li>Опыт разработки мобильных приложений для 1С</li> <li>Опыт по обеспечению доступа к 1С через web</li> <li>Опыт интеграции с платежными и процессинговыми системами</li> <li>Наличие опыта разработки ПО в других средах программирования</li> <li>Основы веб-программирования</li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Официальное трудоустройство с 1 дня</p> </li> <li>График 5/2, работа в офисе. Удаленный формат по плавающему графику (неделя в месяц приблизительно) на период пандемии</li> <li>Заработная плата высокая, без задержек</li> <li>Уровень заработной платы обсуждается с успешными кандидатами</li> <li>Дотация на питание от компании в размере 50 %</li> <li>Софинансирование от компании на 50 % при приобретении ДМС</li> <li>Чай-кофе в офисе</li> <li>Парковка</li> <li>Обучение как внутри компании, так и вовне</li> <li>Возможность самореализации в сильной и лидирующей компании</li> <li>Подчинение - Начальнику отдела информационных технологий</li> </ul> <p> </p> <p><strong>Порядок отбора:</strong></p> <ol> <li>Небольшая письменная анкета</li> <li>Интервью с руководителем</li> <li>Финальное интервью-знакомство с Генеральным директором</li> </ol>";MEETLab™;1;Москва;2020-12-11
40616617;Программист 1С8;180000;180000;RUR;TRUE;<p><strong>Обязанности:</strong></p> <ul> <li>Доработка типовой конфигураций 1С8 ЕRP, 1С8 УТ11.3 на проекте внедрения (90% времени)</li> <li>Поддержка шины интеграции распределенных БД на базе самостоятельного обмена приложений (ESB, обмен сообщениями на базе XML)</li> <li>Написание внешних отчетов и обработок</li> <li>Поддержка и консультирование пользователей по работе с типовой конфигурацией ЕRP.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт разработки собственных конфигураций на базе 1С8.3, управляемые формы, модификации сложных конфигураций</li> <li>Знание СКД с опытом реализации отчетности</li> <li>Опыт работы от 3 лет по разработке, либо наличие сертификатов 1С (специалист по платформе 1С), либо завершенные проекты по конфигурации ЕRP \ УТ 11.х с количеством пользователей от 50 человек.</li> </ul> <p><strong>Дополнительным плюсом будет</strong></p> <p>TSQL (Ms Sql)</p> <p>Опыт разработки для мобильных платформ на базе конфигурации «1С Заказы»</p> <p><strong>Условия:</strong></p> <ul> <li>Трудоустройство согласно ТК РФ</li> <li>Совокупный доход включает в себя <strong>оклад 180 000 gross + мотивационную составляющую по результатам работы</strong>)</li> <li>График работы: 5 дневная рабочая неделя с 9:00 до 18:00 (режим работы офис/удаленно)</li> <li>Местоположение офиса: м.Калужская</li> </ul>;ИТ Консалт;1;Москва;2020-12-06
40638095;Программист 1С;180000;180000;RUR;FALSE;<p><strong>Требования к квалификации:</strong></p> <ul> <li> <p>Опыт работы программистом на проектах внедрения на платформе 1С либо специалистом поддержки в крупной компании от 3-х лет</p> </li> <li> <p>Высшее образование (математическое/ИТ)</p> </li> <li>Знание платформы 1С 8.3, в т.ч. технологии работы с управляемыми формами и разработки под «тонкий клиент».</li> <li>Знание стандартов программирования в среде 1С.</li> <li>Понимать архитектуру типовых программных продуктов: 1С: УПП, 1С: Бухгалтерия, 1С: Зарплата и управление персоналом.</li> <li>Знание принципов Бухгалтерского и налогового учетов, основы кадрового делопроизводства.</li> <li>Знание 1С: Документооборот, Итилиум приветствуется.</li> </ul> <p><strong>Кандидат должен уметь:</strong></p> <ul> <li>Эффективно и быстро разрабатывать новые модули в системе 1С, в соответствии с рекомендованными стандартами.</li> <li>Хорошо разбираться в типовом и «чужом» программном коде.</li> <li>Уточнять и структурировать запросы пользователей.</li> <li>Тестировать разработанные механизмы (как свои, так и чужие).</li> <li>Писать базовую техническую документацию по разработкам (инструкции, описания изменений).</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Обработка запросов пользователей на изменения и устранение инцидентов в работе информационных систем на базе 1С.</p> </li> <li> <p>Реализация изменений в информационных системах 1С, проектирование системы, разработка функциональной модели.</p> </li> <li>Обучение и консультирование пользователей 1С.</li> <li>Подготовка технической документации к информационным системам 1С.</li> <li>Участие в рабочих совещаниях и рабочих группах компании по системам автоматизации 1С и связанных с ними бизнес-процессов.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Заработная плата обсуждается с успешным кандидатом - от 180 000 руб., на руки.</li> <li>Оформление по ТК РФ, бесплатное питание.</li> <li>Возможность профессионального роста на интересных проектах, возможность повышения квалификации в программировании на платформе 1С 8.3.</li> <li>Возможность обучения новым возможностям платформы 1С 8.3.</li> <li>Офис, метро Парк Культуры, Зубовский бульвар (7 минут пешком).</li> </ul>;Теремок, Группа компаний;1;Москва;2021-01-22
48294823;Программист 1С;180000;180000;RUR;FALSE;<p><strong>Если вакансия интересна, пожалуйста, направьте отклик, иначе мне не видны Ваши контакты.</strong></p> <p>Обязанности:<br />• Доработка конфигураций 1С<br />• Обновление типовых и не типовых конфигураций<br />• Полный цикл разработки и доработки конфигураций на платформе 1С 8.2, 8.3, Бухгалтерия<br />• Экспорт - импорт данных<br />Требования:<br />• Образование техническое высшее<br />• Наличие сертификата 1С 8 желательно<br />• Знание конфигураций 1С Торговля, Бухгалтерия 2.0/3.0, ЗУП на уровне специалиста<br />• Знание английского языка на уровне чтения технической литературы<br />• Рассматриваем кандидатов с минимальным опытом и желающих переехать в Москву<br />Условия:<br />• <strong>Работа в офисе 5/2, с 10 до 18 часов</strong><br />• Парковка и обеды бесплатно<br />• В сопроводительном письме укажите свои зарплатные ожидания, будем договариваться<br />• Оформление и социальные гарантии по ТК РФ<br />• Здоровая рабочая атмосфера</p>;Технолайт;1;Москва;2021-10-01
49822531;Программист 1С8;180000;180000;RUR;FALSE;<p>МИР ИНСТРУМЕНТА - крупная оптовая компания, которая уже более 25 лет является ведущим поставщиком ручного, садового инструмента, гаражного и силового оборудования на российском рынке. «МИР ИНСТРУМЕНТА» является эксклюзивным поставщиком товаров под ТМ: Matrix, Gross, «Сибртех», Sparta, «Барс», Palisad, Stels, Elfe, Denzel, Kronwerk.</p> <p>Ищем <strong>Программиста 1С8</strong> себе в команду.</p> <p><strong>Функциональные обязанности:</strong></p> <ul> <li>Доработка типовой конфигураций 1С8 ЕРП (склад, коммерческая деятельность, казначейство, закупки), 1С8 УТ11.4 на проекте внедрения (90% времени)</li> <li>Поддержка шины интеграции распределенных БД на базе самостоятельного обмена приложений (ESB, обмен сообщениями на базе XML) (10% времени)</li> <li>Написание внешних отчетов и обработок.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт разработки собственных конфигураций на базе 1С8.3, управляемые формы, модификации сложных конфигураций, БСП, СКД</li> <li>Знание СКД с опытом реализации отчетности</li> <li>Опыт работы от 3-х лет по разработке, либо наличие сертификатов 1С (специалист по платформе 1С), либо завершенные проекты по конфигурации ЕRP \<strong> УТ 11.х</strong> с количеством пользователей от 50 человек.</li> </ul> <p><strong>Дополнительным плюсом будет</strong></p> <p>Знание TSQL (Ms Sql)</p> <p>Опыт разработки для мобильных платформ на базе конфигурации «1С Заказы»</p> <p>Английский язык технический (чтение литературы, переписка).</p> <p><strong>Условия:</strong></p> <ul> <li>График работы: с 9.00 до 18.00 при 5-дневной рабочей неделе в офисе.</li> <li>Оформление по ТК.</li> <li>Заработная плата обсуждается на собеседовании, широкая зарплатная вилка.</li> <li>Место работы: м. Калужская, офис в шаговой доступности.</li> <li>Собеседование проводится по Skype, рассмотрим кандидатов из разных регионов.</li> </ul>;МИР ИНСТРУМЕНТА;1;Москва;2021-11-22
44681738;Программист 1С;172500;172500;RUR;FALSE;"<p><strong>Обязанности:</strong></p> <ul> <li>Поддержка и консультирование пользователей;</li> <li>Анализ возникающих проблем при работе в 1С;</li> <li>Поддержка и доработка типовых и не типовых решений;</li> <li>Работа с платформой 1С 8.2, 8.3;</li> <li>Поддержка и консультирование пользователей по, 1С Зарплата и управление персоналом, 1С бухгалтерия предприятия, 1С Документооборот, Бит.Строительство редакция 3.0 (желательно);</li> <li>Создание обработок, отчетов и печатных форм, доработка работы конфигураций по средствам расширений;</li> <li>Знание СКД, RLS, механизмы обмена между конфигурациями, работа с расширениями;</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Отлично знает, поддерживает и консультирует пользователей по 1С Зарплата и управление персоналом, 1С бухгалтерия предприятия, 1С Документооборот;</li> <li>Имеет опыт работы с 1С платформа 8.2, 8.3 (управляемые формы, файловый и клиент-серверный режимы).</li> <li>Знает СКД, RLS, механизмы обмена между конфигурациями, работает с расширениями;</li> <li>Имеет опыт написания обменов с внешними системами;</li> <li>Имеет опыт создания обработок, отчетов и печатных форм, доработка работы Стрессоустойчив, коммуникабелен, ответственен, имеет аналитический склад ума;</li> <li>Исполнителен, умеет и желает обучаться, пунктуален.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство по ТК РФ, соц.пакет по ТК;</li> <li>График работы 5/2 с 9 до 18 часов;</li> <li>Заработная плата полностью белая</li> <li>Офис расположен в шаговой доступности от метро.</li> </ul>";КОНСТРАКШН;1;Москва;2021-09-20
44900991;Программист-разработчик 1С;172000;172000;RUR;TRUE;<p><strong>Обязанности:</strong></p> <p>Разработка нового функционала.</p> <p>Поддержка работоспособности систем указанных баз данных.</p> <p>Оперативное выявление и устранение ошибок в ранее разработанном коде.</p> <p>Консультация и обучение пользователей</p> <p><strong>Требования:</strong></p> <p>Опыт работы от 5 лет.</p> <p>Будет преимуществом наличие сертификатов по 1С Специалист по платформе, Специалист-консультант Бухгалтерии, Зарплата и управление персоналом, Управление торговлей</p> <p>Обязателен опыт работы с конфигурациями: УТ 11, БП 3.0, ЗУП 3.1, КД 3.0, (желательно: Документооборот )</p> <p><strong>Условия:</strong></p> <p>Компенсационный пакет: ДМС по окончании срока испытания</p> <p>Испытательный срок: 3 месяца</p> <p>Заработная плата: Обсуждается с финальным кандидатом</p> <p>Выплаты премий, бонусов: Годовая премия по результатам выполнения КПЭ</p>;Национальная иммунобиологическая компания;1;Москва;2021-06-16
49094026;Программист-разработчик 1С;170000;230000;RUR;FALSE;"<p><strong>Мы ищем в команду опытных программистов / разработчиков 1С для реализации крупного проекта в области ритейла. </strong></p> <p>Подходящий формат работы: в офисе или удалено - обсуждается индивидуально на собеседовании.</p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Официальное трудоустройство (белая заработная плата);</li> <li>Гибкий график работы;</li> <li>Современный офис в Москва-Сити;</li> <li>Ежедневная компенсация питания для сотрудников, кофемашина;</li> <li>Частичная компенсация затрат на спорт;</li> <li>Амбициозный проект федерального масштаба;</li> <li>Обучение (курсы и наставничество коллег);</li> <li>Современные подходы Agile / Scrum, открытая дружелюбная атмосфера.</li> </ul> <p><strong>Твои задачи - это:</strong></p> <ul> <li>Разработка нового функционала на базе 1С Управление торговлей 11.4;</li> <li>Анализ, оптимизация и рефакторинг существующего программного года;</li> <li>Поиск оптимальных решений с максимальным использованием функционала типовой конфигурации;</li> <li>Настройка и доработка механизмов интеграции между разными продуктами 1С и сторонним ПО;</li> <li>Поддержка работоспособности информационных систем;</li> <li>Функциональное и интеграционное тестирование (ручное и автоматическое);</li> <li>Работа в команде с аналитиками, консультантами, другими разработчиками;</li> <li>Разработка технической документации.</li> </ul> <p><strong>Мы ожидаем, что у тебя есть:</strong></p> <ul> <li>Высшее образование;</li> <li>Опыт работы в качестве программиста / разработчика / технического архитектора на крупных внедрениях 1С в компаниях розничной / оптовой торговли;</li> <li>Знание стандартного функционала конфигурации <strong>1С: Управление торговлей 11 либо торгового функционала в 1С:ERP;</strong></li> <li>Понимание функциональных областей: <strong>оперативный учет, оптовая и розничная торговля, управление складом;</strong></li> <li>Продвинутые навыки программирования на платформе «1С:Предприятие 8.3», знание стандартов разработки Фирмы “1С”;</li> <li>Опыт создания модулей «с нуля» и интеграции в архитектуру типового решения;</li> <li>Опыт работы с web и http сервисами;</li> <li>Опыт работы с расширениями конфигурации;</li> <li>Желательно наличие Сертификатов 1С.</li> </ul>";МАГ Девелопмент;1;Москва;2021-10-25
37224348;Ведущий разработчик 1С / разработчик 1С;170000;220000;RUR;TRUE;"<p><strong>Обязанности:</strong></p> <ul> <li>развитие и поддержка продуктов 1С Бухгалтерия(3.0), ЗУП (3.1), Розница 2.3 ;</li> <li>развитие и поддержка кастомизированной конфигурации УТ (11.4), развитие оперативного, складского и управленческого контура;</li> <li>консультация пользователей по вопросам ведения бухгалтерского, налогового, управленческого и кадрового учета в программах 1С;</li> <li>разработка механизмов обмена между различными конфигурациями и внешними базами;</li> <li>разработка функциональных решений на платформе 1С в соответствии с ТЗ;</li> <li>участие в проектировании архитектуры дорабатываемого функционала с учетом методологии 1С и типовых механизмов;</li> <li>анализ, локализация и исправление возникающих ошибок;</li> <li>участие в тестировании разрабатываемых решений на всех этапах реализации (функциональное, нагрузочное);</li> <li>выработка оптимальных способов реализации поставленный задач.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>высшее экономическое или техническое образование;</li> <li>опыт профессиональной разработки на платформе 1С:Предприятие 8.3 от 2 лет;</li> <li>опыт клиент-серверной разработки, умение работать с обычными и управляемыми формами;</li> <li>уверенное знание одной из предметных областей, автоматизируемых типовыми решениями: оперативного, бухгалтерского и налогового учета, зарплата и кадры, бюджетирование;</li> <li>СКД, включая программную работу с объектной моделью СКД;</li> <li>понимание принципов Системы стандартов и методик разработки конфигураций для платформы 1С:Предприятие 8.3, умение приводить свой код в соответствие принятым стандартам;</li> <li>опыт командной разработки на платформе 1С:Предприятие 8.3;</li> <li>умение быстро разбираться в чужом коде;</li> <li>опыт реализации взаимодействия со сторонними сервисами, в том числе и не на платформе 1C:Предприятие (SOAP, XML, JSON, ADO, Конвертация данных, формат EnterpriseData, Внешние источники данных, Rabbit , SQL);</li> <li>опыт работы с MS SQL (проектирование баз, написание и отладка запросов).</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальная («белая») заработная плата;</li> <li>Трудоустройство согласно ТК РФ с первого дня работы;</li> <li>Формат работы обсуждается: <strong>офис, частично удаленный, удаленный);</strong></li> <li>Месторасположение офиса - м. «Ботанический сад» (10 минут пешком).</li> </ul>";АСНА, Сеть аптек;1;Москва;2020-06-09
42284168;Системный аналитик 1С;170000;190000;RUR;TRUE;<p>Ищем <strong>Аналитика 1С </strong>для работы на проектах по автоматизации процессов строительной компании - лидере отрасли. Компания проектирует и строит нефтехимические предприятия с 1972 года.</p> <p>В настоящий момент реализуется масштабный проект автоматизации процессов МТО, Логистики, управления строительством, на платформе 1С.</p> <p> </p> <p><strong>Чем вам предстоит заниматься:</strong></p> <p> </p> <ul> <li>Взаимодействием с Бизнес Пользователями, Функциональными Заказчиками, сбор требований на автоматизацию бизнес-процессов.</li> <li>Анализом требований, принятием решений о технической реализации требований. Оценкой технической реализации требований, предлагаемой подрядчиками.</li> <li>Проработкой технических решений и оценкой влияния планируемых изменений ИТ архитектуры на действующие информационные системы.</li> <li>Формированием Функциональных требований, Запросов на изменения, постановка задачи разработчикам.</li> </ul> <p> </p> <ul> </ul> <p><strong>Что мы ожидаем от вас:</strong></p> <ul> <li>Знание методологии IDEF, EPC, UML, BPMN 2.0.</li> <li>Навыки управления требованиями, исследования и анализа данных, моделирования процессов.</li> <li>Портфель реализованных проектов - разработки систем на платформе 1С (предпочтительно управления строительством, МТО, закупками и др).</li> </ul> <p> </p> <p><strong>Что мы предлагаем:</strong><strong> </strong></p> <ul> <li>Работа в известной крупной компании, лидере отрасли.</li> <li>Интересные и сложные задачи. Каждый проект — это много самых разных сложных задач.</li> <li>Возможность постоянно расти и развиваться.</li> <li>Стабильный доход, оформление по ТК.</li> <li>Конкурентная белая заработная плата.</li> <li>для кандидатов не из Москвы - возможен релокационный пакет.</li> <li>График работы — с 9 до 18.</li> <li>Офис в 3-х минутах от м. Калужская.</li> <li>Планирование карьеры — сотрудники компании имеют возможность профессионального и карьерного развития.</li> <li>Хороший социальный пакет: ДМС, льготное страхование родственников, оплачиваемая мобильная связь, скидки на питание.</li> <li>Скидки от партнеров, в том числе в части кредитования.</li> <li>Спорт — сотрудники имеют возможность посещать бесплатные тренировки по футболу, хоккею, йоге, пилатесу, волейболу, участвовать в корпоративных соревнованиях и семейных спортивных праздниках. Для сотрудников и членов их семей действует скидка на абонементы спортивных клубов.</li> </ul> <p> </p>;RNG & Associates;1;Москва;2021-02-10
